Name	Position X	Position Y	Linear velocity X	Linear velocity Y
StarA	66.0034790039063	46.0496520996094	140.843109130859	-53.2437324523926
StarA	68.262939453125	45.1009216308594	135.567260742188	-56.924617767334
StarA	70.4358520507813	44.0950012207031	130.373840332031	-60.3558807373047
StarA	72.5234985351563	43.0357055664063	125.259582519531	-63.5575675964355
StarA	74.5271606445313	41.9265747070313	120.221038818359	-66.5474624633789
StarA	76.4480590820313	40.7708740234375	115.254684448242	-69.3413772583008
StarA	78.287353515625	39.5716552734375	110.356971740723	-71.9533996582031
StarA	80.0460815429688	38.3317260742188	105.524353027344	-74.3961334228516
StarA	81.7252807617188	37.0537109375	100.753311157227	-76.6808471679688
StarA	83.325927734375	35.7400817871094	96.0403900146484	-78.8176574707031
StarA	84.8489379882813	34.3931579589844	91.3822021484375	-80.8156433105469
StarA	86.295166015625	33.0151062011719	86.7754364013672	-82.682975769043
StarA	87.6654663085938	31.6080017089844	82.2168655395508	-84.4270095825195
StarA	88.9605102539063	30.1737670898438	77.7033386230469	-86.0543746948242
StarA	90.1810302734375	28.7142639160156	73.231803894043	-87.5710372924805
StarA	91.3276977539063	27.2312316894531	68.7992782592773	-88.9823837280273
StarA	92.4010620117188	25.7263488769531	64.4028625488281	-90.2932662963867
StarA	93.4017333984375	24.2012023925781	60.0397300720215	-91.5080490112305
StarA	94.3302001953125	22.6573486328125	55.7071266174316	-92.6306610107422
StarA	95.1868896484375	21.0962829589844	51.4023666381836	-93.6646270751953
StarA	95.9722900390625	19.5194091796875	47.1228256225586	-94.6131057739258
StarA	96.6867065429688	17.9281005859375	42.8659362792969	-95.4788970947266
StarA	97.3305053710938	16.3236999511719	38.6291770935059	-96.2644958496094
StarA	97.9039916992188	14.7074890136719	34.4100723266602	-96.9720993041992
StarA	98.4074096679688	13.0807495117188	30.2061920166016	-97.6036224365234
StarA	98.8410034179688	11.4447326660156	26.01513671875	-98.1607131958008
StarA	99.2048950195313	9.8006591796875	21.8345375061035	-98.6447830200195
StarA	99.499267578125	8.14971923828125	17.6620483398438	-99.0569915771484
StarA	99.7241821289063	6.49307250976563	13.49534034729	-99.3982772827148
StarA	99.8796997070313	4.8319091796875	9.33209800720215	-99.6693496704102
StarA	99.9658813476563	3.16738891601563	5.17001104354858	-99.8706970214844
StarA	99.982666015625	1.50067138671875	1.00677251815796	-100.00260925293
StarA	99.9299926757813	-0.16708374023438	-3.15992879867554	-100.065147399902
StarA	99.8078002929688	-1.834716796875	-7.33241510391235	-100.058174133301
StarA	99.6159057617188	-3.50106811523438	-11.5130233764648	-99.9813232421875
StarA	99.3541870117188	-5.16497802734375	-15.7041130065918	-99.8340225219727
StarA	99.0223999023438	-6.82522583007813	-19.9080696105957	-99.615478515625
StarA	98.6203002929688	-8.48065185546875	-24.1273097991943	-99.3246612548828
StarA	98.1475830078125	-10.1300048828125	-28.3642921447754	-98.9603118896484
StarA	97.6038818359375	-11.7720336914063	-32.6215171813965	-98.5209121704102
StarA	96.9888305664063	-13.4054565429688	-36.9015464782715	-98.0046997070313
StarA	96.3020629882813	-15.0289611816406	-41.2069892883301	-97.4096145629883
StarA	95.5430297851563	-16.6411743164063	-45.5405197143555	-96.7333221435547
StarA	94.7113037109375	-18.24072265625	-49.9048919677734	-95.9731597900391
StarA	93.8062744140625	-19.826171875	-54.3029327392578	-95.1261291503906
StarA	92.8273315429688	-21.39599609375	-58.7375564575195	-94.1888580322266
StarA	91.7738037109375	-22.9486083984375	-63.2117652893066	-93.157585144043
StarA	90.64501953125	-24.482421875	-67.7286682128906	-92.0281066894531
StarA	89.440185546875	-25.9956970214844	-72.2914810180664	-90.7957305908203
StarA	88.158447265625	-27.4866027832031	-76.9035263061523	-89.4552459716797
StarA	86.7989501953125	-28.9532775878906	-81.5682525634766	-88.000846862793
StarA	85.3607788085938	-30.3937072753906	-86.2892379760742	-86.4260787963867
StarA	83.8429565429688	-31.8057556152344	-91.070182800293	-84.723762512207
StarA	82.244384765625	-33.1871948242188	-95.914924621582	-82.8859100341797
StarA	80.5639038085938	-34.5355834960938	-100.827438354492	-80.9036178588867
StarA	78.8003540039063	-35.8483581542969	-105.811828613281	-78.7669372558594
StarA	76.9524536132813	-37.1227722167969	-110.872344970703	-76.4647750854492
StarA	75.0189208984375	-38.3558654785156	-116.013336181641	-73.9846954345703
StarA	72.998291015625	-39.5444030761719	-121.239265441895	-71.3127670288086
StarA	70.8890380859375	-40.6849670410156	-126.554664611816	-68.4333267211914
StarA	68.6896362304688	-41.7737731933594	-131.964111328125	-65.3287124633789
StarA	66.3984375	-42.8067626953125	-137.472152709961	-61.9789772033691
StarA	64.0137329101563	-43.7794494628906	-143.083251953125	-58.3615264892578
StarA	61.53369140625	-44.6869506835938	-148.801651000977	-54.4506721496582
StarA	58.9564819335938	-45.5238952636719	-154.631225585938	-50.2171249389648
StarA	56.2802124023438	-46.2843627929688	-160.575271606445	-45.6273651123047
StarA	53.5029296875	-46.9617309570313	-166.636199951172	-40.6429023742676
StarA	50.6226806640625	-47.5487060546875	-172.815170288086	-35.2193603515625
StarA	47.6375122070313	-48.0371398925781	-179.111480712891	-29.3053760528564
StarA	44.5454711914063	-48.4178161621094	-185.521820068359	-22.841251373291
StarA	41.3447875976563	-48.6804504394531	-192.039215087891	-15.7572917938232
StarA	38.033935546875	-48.8133239746094	-198.651489257813	-7.97181558609009
StarA	34.6116333007813	-48.8031311035156	-205.339202880859	0.61130857467651
StarA	31.0770874023438	-48.6347045898438	-212.072677612305	10.1056594848633
StarA	27.4302978515625	-48.2906188964844	-218.807769775391	20.6458969116211
StarA	23.6723022460938	-47.7507629394531	-225.479858398438	32.3920364379883
StarA	19.8057250976563	-46.9918518066406	-231.995147705078	45.5344314575195
StarA	15.83544921875	-45.9868774414063	-238.218048095703	60.2991943359375
StarA	11.7695922851563	-44.7043151855469	-243.952850341797	76.9533920288086
StarA	7.6209716796875	-43.1075134277344	-248.916961669922	95.8086318969727
StarA	3.40924072265625	-41.1538696289063	-252.7021484375	117.219497680664
StarA	-0.8360595703125	-38.7943725585938	-254.719360351563	141.570236206055
StarA	-5.07147216796875	-35.9737548828125	-254.123077392578	169.236389160156
StarA	-9.2333984375	-32.6321411132813	-249.716003417969	200.496948242188
StarA	-13.23095703125	-28.7095336914063	-239.852249145508	235.356628417969
StarA	-16.9376220703125	-24.1557922363281	-222.400451660156	273.224670410156
StarA	-20.1862182617188	-18.9487915039063	-194.916839599609	312.420623779297
StarA	-22.7742919921875	-13.1217346191406	-155.285339355469	349.622589111328
StarA	-24.4913940429688	-6.79287719726563	-103.02668762207	379.732086181641
StarA	-25.172607421875	-0.17669677734375	-40.8710861206055	396.971374511719
StarA	-24.7579345703125	6.44717407226563	24.879280090332	397.432891845703
StarA	-23.3165283203125	12.8036804199219	86.4842071533203	381.390502929688
StarA	-21.014892578125	18.6878051757813	138.099014282227	353.047607421875
StarA	-18.0570678710938	23.9884338378906	177.469055175781	318.037322998047
StarA	-14.635986328125	28.6736145019531	205.265258789063	281.110778808594
StarA	-10.9102783203125	32.7619934082031	223.543212890625	245.302261352539
StarA	-7.00054931640625	36.2977905273438	234.584075927734	212.148330688477
StarA	-2.99456787109375	39.3346252441406	240.358276367188	182.209396362305
StarA	1.0452880859375	41.9264831542969	242.390823364258	155.511703491211
StarA	5.0753173828125	44.1236572265625	241.800445556641	131.830322265625
StarA	9.06512451171875	45.9710998535156	239.386825561523	110.846557617188
StarA	12.9937133789063	47.5082092285156	235.715240478516	92.2270355224609
StarA	16.8468017578125	48.7691955566406	231.183975219727	75.6595153808594
StarA	20.6146850585938	49.7836303710938	226.073837280273	60.866325378418
StarA	24.2910766601563	50.5770874023438	220.583358764648	47.6070098876953
StarA	27.8719482421875	51.1716918945313	214.853256225586	35.6761779785156
StarA	31.35498046875	51.586669921875	208.983474731445	24.8994941711426
StarA	34.7390747070313	51.8388366699219	203.045059204102	15.129319190979
StarA	38.0238647460938	51.9428405761719	197.088409423828	6.24059581756592
StarA	41.2096557617188	51.91162109375	191.149108886719	-1.87285327911377
StarA	44.2971801757813	51.756591796875	185.252014160156	-9.30141162872314
StarA	47.2874145507813	51.4878845214844	179.414199829102	-16.1222858428955
StarA	50.1815185546875	51.1145324707031	173.647094726563	-22.4016761779785
StarA	52.9808349609375	50.6445922851563	167.957977294922	-28.1965789794922
StarA	55.6867065429688	50.0853271484375	162.35107421875	-33.5562438964844
StarA	58.300537109375	49.4432678222656	156.828414916992	-38.5234031677246
StarA	60.82373046875	48.7243347167969	151.390380859375	-43.1352729797363
StarA	63.2576904296875	47.9339294433594	146.036178588867	-47.4243850708008
StarA	65.603759765625	47.0769348144531	140.764190673828	-51.4192733764648
StarA	67.86328125	46.1578369140625	135.572158813477	-55.1450538635254
StarA	70.03759765625	45.1807861328125	130.457412719727	-58.6238975524902
StarA	72.1278686523438	44.1495361328125	125.417015075684	-61.8754272460938
StarA	74.1353149414063	43.0675964355469	120.447814941406	-64.9170837402344
StarA	76.0610961914063	41.9382019042969	115.546562194824	-67.7643814086914
StarA	77.90625	40.7643432617188	110.7099609375	-70.4311676025391
StarA	79.6718139648438	39.5488586425781	105.934684753418	-72.9298248291016
StarA	81.3587646484375	38.2943420410156	101.217437744141	-75.2714538574219
StarA	82.968017578125	37.0032348632813	96.5549621582031	-77.4660110473633
StarA	84.5004272460938	35.6778564453125	91.9440383911133	-79.5224533081055
StarA	85.956787109375	34.3203735351563	87.3815307617188	-81.448844909668
StarA	87.3378295898438	32.9328308105469	82.8643493652344	-83.25244140625
StarA	88.6443481445313	31.5171813964844	78.3894882202148	-84.9397964477539
StarA	89.8768920898438	30.0752258300781	73.9540100097656	-86.5168151855469
StarA	91.0361328125	28.6087341308594	69.555046081543	-87.9888305664063
StarA	92.1226196289063	27.119384765625	65.1897964477539	-89.3606414794922
StarA	93.1369018554688	25.6087646484375	60.8555335998535	-90.6365814208984
StarA	94.0794067382813	24.0784301757813	56.5495910644531	-91.8205337524414
StarA	94.9505615234375	22.5298156738281	52.2693557739258	-92.9160079956055
StarA	95.7507934570313	20.9643859863281	48.0122680664063	-93.9261245727539
StarA	96.4804077148438	19.3834838867188	43.7758255004883	-94.8536834716797
StarA	97.1397094726563	17.7884521484375	39.557559967041	-95.7011566162109
StarA	97.7289428710938	16.1806030273438	35.3550453186035	-96.4707336425781
StarA	98.2483520507813	14.5611877441406	31.1658935546875	-97.1643142700195
StarA	98.6981201171875	12.9314575195313	26.9877395629883	-97.7835540771484
StarA	99.0784301757813	11.2926330566406	22.8182430267334	-98.3298416137695
StarA	99.3893432617188	9.64590454101563	18.6550846099854	-98.8043441772461
StarA	99.6309204101563	7.992431640625	14.4959554672241	-99.2079925537109
StarA	99.80322265625	6.33340454101563	10.3385534286499	-99.54150390625
StarA	99.90625	4.66998291015625	6.18057775497437	-99.8053665161133
StarA	99.93994140625	3.00332641601563	2.01972675323486	-99.9998626708984
StarA	99.9041748046875	1.33456420898438	-2.14631175994873	-100.125061035156
StarA	99.798828125	-0.33511352539063	-6.31986379623413	-100.180816650391
StarA	99.623779296875	-2.00454711914063	-10.5032796859741	-100.166770935059
StarA	99.3787841796875	-3.67257690429688	-14.6989326477051	-100.08235168457
StarA	99.0636596679688	-5.3380126953125	-18.9092311859131	-99.9267578125
StarA	98.6780395507813	-6.99966430664063	-23.1366176605225	-99.6989669799805
StarA	98.2216186523438	-8.65628051757813	-27.3835830688477	-99.3977127075195
StarA	97.694091796875	-10.306640625	-31.6526699066162	-99.0214767456055
StarA	97.094970703125	-11.949462890625	-35.946475982666	-98.5684814453125
StarA	96.423828125	-13.5834045410156	-40.2676620483398	-98.0366744995117
StarA	95.68017578125	-15.2071228027344	-44.618968963623	-97.423698425293
StarA	94.8634643554688	-16.8192443847656	-49.0032043457031	-96.7268829345703
StarA	93.9730834960938	-18.4183044433594	-53.4232711791992	-95.9432067871094
StarA	93.0083618164063	-20.0028076171875	-57.8821563720703	-95.0692825317383
StarA	91.9686279296875	-21.5711669921875	-62.3829650878906	-94.101318359375
StarA	90.8531494140625	-23.1217651367188	-66.9288940429688	-93.0350723266602
StarA	89.6610717773438	-24.6528625488281	-71.5232696533203	-91.8658218383789
StarA	88.3916015625	-26.1626586914063	-76.1695404052734	-90.5883026123047
StarA	87.0437622070313	-27.6492614746094	-80.8712844848633	-89.1966552734375
StarA	85.6165771484375	-29.1106567382813	-85.6322174072266	-87.6843566894531
StarA	84.1089477539063	-30.5447387695313	-90.4562072753906	-86.0441436767578
StarA	82.5198364257813	-31.94921875	-95.3472671508789	-84.2679214477539
StarA	80.8480224609375	-33.3216552734375	-100.309555053711	-82.3466720581055
StarA	79.0922241210938	-34.6594848632813	-105.347396850586	-80.2703170776367
StarA	77.2511596679688	-35.9599304199219	-110.465263366699	-78.0275802612305
StarA	75.3233642578125	-37.2200317382813	-115.667762756348	-75.605842590332
StarA	73.307373046875	-38.4365539550781	-120.95964050293	-72.9909286499023
StarA	71.2015991210938	-39.6059875488281	-126.345733642578	-70.1668853759766
StarA	69.00439453125	-40.7245788574219	-131.830947875977	-67.11572265625
StarA	66.7140502929688	-41.7882080078125	-137.420196533203	-63.8170928955078
StarA	64.3287353515625	-42.7923278808594	-143.11833190918	-60.2479057312012
StarA	61.8465576171875	-43.7320251464844	-148.93000793457	-56.3818969726563
StarA	59.2655639648438	-44.6018371582031	-154.859558105469	-52.1890716552734
StarA	56.583740234375	-45.395751953125	-160.910766601563	-47.635066986084
StarA	53.7989501953125	-46.1070861816406	-167.086563110352	-42.6803665161133
StarA	50.9091186523438	-46.7283935546875	-173.388626098633	-37.2793312072754
StarA	47.9121704101563	-47.2513732910156	-179.816772460938	-31.3790588378906
StarA	44.8060302734375	-47.6666870117188	-186.368209838867	-24.91796875
StarA	41.5887451171875	-47.9637451171875	-193.036376953125	-17.8240623474121
StarA	38.2586059570313	-48.130615234375	-199.809417724609	-10.0127906799316
StarA	34.8141479492188	-48.1536865234375	-206.66796875	-1.38448524475098
StarA	31.2544555664063	-48.0173645019531	-213.582046508789	8.17884063720703
StarA	27.579345703125	-47.7037353515625	-220.506607055664	18.8173084259033
StarA	23.7897338867188	-47.1921081542969	-227.375122070313	30.697732925415
StarA	19.8882446289063	-46.4584655761719	-234.090347290039	44.0188789367676
StarA	15.8796997070313	-45.474853515625	-240.510879516602	59.0171241760254
StarA	11.7725219726563	-44.2086486816406	-246.431427001953	75.9719390869141
StarA	7.5799560546875	-42.621826171875	-251.554183959961	95.2092132568359
StarA	3.322509765625	-40.670166015625	-255.447067260742	117.098937988281
StarA	-0.9688720703125	-38.3028564453125	-257.484527587891	142.039367675781
StarA	-5.248291015625	-35.462646484375	-256.766784667969	170.412658691406
StarA	-9.4486083984375	-32.087890625	-252.020172119141	202.485092163086
StarA	-13.4736328125	-28.1177673339844	-241.501358032227	238.207214355469
StarA	-17.18994140625	-23.5034484863281	-222.979858398438	276.859069824219
StarA	-20.4227905273438	-18.2280578613281	-193.970291137695	316.523101806641
StarA	-22.9642333984375	-12.3355712890625	-152.486938476563	353.54833984375
StarA	-24.6054077148438	-5.95950317382813	-98.4695510864258	382.564483642578
StarA	-25.1935424804688	0.671630859375	-35.2881088256836	397.8671875
StarA	-24.688720703125	7.27362060546875	30.287956237793	396.119018554688
StarA	-23.1783447265625	13.579345703125	90.6226425170898	378.343688964844
StarA	-20.837646484375	19.3986206054688	140.441528320313	349.156707763672
StarA	-17.869873046875	24.6340942382813	178.068206787109	314.128601074219
StarA	-14.4617919921875	29.2626342773438	204.484588623047	277.713043212891
StarA	-10.7649536132813	33.3068542480469	221.811248779297	242.653656005859
StarA	-6.893798828125	36.811767578125	232.269897460938	210.294677734375
StarA	-2.9315185546875	39.8300476074219	237.737991333008	181.096206665039
StarA	1.062744140625	42.4141235351563	239.655502319336	155.043807983398
StarA	5.04736328125	44.6125183105469	239.075729370117	131.904037475586
StarA	8.99322509765625	46.4685974121094	236.751968383789	111.364532470703
StarA	12.8801879882813	48.0203247070313	233.217956542969	93.1038970947266
StarA	16.6943969726563	49.3007202148438	228.851028442383	76.8229064941406
StarA	20.4263916015625	50.3383178710938	223.918365478516	62.2560615539551
StarA	24.0698852539063	51.1578674316406	218.60969543457	49.1734733581543
StarA	27.6209106445313	51.7808532714844	213.060211181641	37.3786239624023
StarA	31.0770263671875	52.2259216308594	207.366455078125	26.7045192718506
StarA	34.43701171875	52.5093994140625	201.597442626953	17.0095024108887
StarA	37.7003784179688	52.6456298828125	195.802490234375	8.17336463928223
StarA	40.8673095703125	52.6471862792969	190.016662597656	0.09389019012451
StarA	43.9384155273438	52.5252380371094	184.264678955078	-7.31608629226685
StarA	46.9144897460938	52.2897338867188	178.563751220703	-14.1311492919922
StarA	49.7965698242188	51.949462890625	172.925552368164	-20.4153594970703
StarA	52.5858764648438	51.5123901367188	167.357681274414	-26.2239608764648
StarA	55.2836303710938	50.9856567382813	161.864761352539	-31.6047554016113
StarA	57.89111328125	50.3756713867188	156.449203491211	-36.5992851257324
StarA	60.40966796875	49.6882629394531	151.11181640625	-41.2437782287598
StarA	62.8405151367188	48.9287719726563	145.852188110352	-45.5699348449707
StarA	65.1849975585938	48.1020202636719	140.669067382813	-49.6056137084961
StarA	67.4443359375	47.2124328613281	135.560562133789	-53.3753433227539
StarA	69.6197509765625	46.2640991210938	130.524322509766	-56.9008178710938
StarA	71.71240234375	45.2607421875	125.557716369629	-60.2012557983398
StarA	73.723388671875	44.2058410644531	120.65788269043	-63.2937507629395
StarA	75.6537475585938	43.1026306152344	115.821838378906	-66.1935272216797
StarA	77.5045166015625	41.9540710449219	111.046524047852	-68.914192199707
StarA	79.2766723632813	40.762939453125	106.328842163086	-71.4679260253906
StarA	80.9711303710938	39.5318603515625	101.665702819824	-73.8656463623047
StarA	82.5886840820313	38.2632446289063	97.0540313720703	-76.1171646118164
StarA	84.1301879882813	36.9593811035156	92.4907836914063	-78.2313079833984
StarA	85.5963745117188	35.6224365234375	87.9729766845703	-80.2160339355469
StarA	86.9879760742188	34.2544555664063	83.4976654052734	-82.0785140991211
StarA	88.3056640625	32.8573608398438	79.0619812011719	-83.8252182006836
StarA	89.550048828125	31.4329833984375	74.6631011962891	-85.4619827270508
StarA	90.7216796875	29.9830932617188	70.2982711791992	-86.9940795898438
StarA	91.8211059570313	28.5093078613281	65.9647979736328	-88.4262771606445
StarA	92.8487548828125	27.0132751464844	61.6600341796875	-89.7628555297852
StarA	93.8051147460938	25.4964904785156	57.3813972473145	-91.0076751708984
StarA	94.6905517578125	23.9604187011719	53.126350402832	-92.1642074584961
StarA	95.5054321289063	22.406494140625	48.8923988342285	-93.2355651855469
StarA	96.2500610351563	20.8360900878906	44.6770973205566	-94.2245178222656
StarA	96.9246826171875	19.2505187988281	40.4780349731445	-95.1335296630859
StarA	97.529541015625	17.6510925292969	36.2928314208984	-95.9647674560547
StarA	98.0648803710938	16.0390930175781	32.1191329956055	-96.7201309204102
StarA	98.53076171875	14.4157409667969	27.9546165466309	-97.4012603759766
StarA	98.9273681640625	12.7822570800781	23.7969665527344	-98.0095520019531
StarA	99.2547607421875	11.1398315429688	19.6438865661621	-98.5461654663086
StarA	99.5130004882813	9.4896240234375	15.493088722229	-99.0120315551758
StarA	99.7020263671875	7.83282470703125	11.3422842025757	-99.4078521728516
StarA	99.8218383789063	6.17059326171875	7.18918037414551	-99.734130859375
StarA	99.8723754882813	4.50408935546875	3.03147792816162	-99.9911422729492
StarA	99.853515625	2.83444213867188	-1.13313627243042	-100.17896270752
StarA	99.7650756835938	1.16281127929688	-5.30699634552002	-100.297439575195
StarA	99.6068725585938	-0.50961303710938	-9.49246025085449	-100.346221923828
StarA	99.378662109375	-2.18170166015625	-13.6919221878052	-100.324737548828
StarA	99.0802001953125	-3.85223388671875	-17.9078102111816	-100.23218536377
StarA	98.711181640625	-5.52001953125	-22.1425971984863	-100.067535400391
StarA	98.2711791992188	-7.183837890625	-26.3988037109375	-99.8295211791992
StarA	97.7598876953125	-8.84243774414063	-30.679012298584	-99.5166320800781
StarA	97.1768188476563	-10.4945678710938	-34.9858665466309	-99.1270751953125
StarA	96.5214233398438	-12.1388854980469	-39.322078704834	-98.6587905883789
StarA	95.7932739257813	-13.7740478515625	-43.6904449462891	-98.1094055175781
StarA	94.99169921875	-15.3986511230469	-48.0938453674316	-97.4762420654297
StarA	94.1160888671875	-17.0112609863281	-52.5352554321289	-96.7562637329102
StarA	93.165771484375	-18.6103515625	-57.0177459716797	-95.9460601806641
StarA	92.1400146484375	-20.1943969726563	-61.5445098876953	-95.0418167114258
StarA	91.0380249023438	-21.76171875	-66.1188507080078	-94.0392532348633
StarA	89.8589477539063	-23.3106079101563	-70.7442016601563	-92.9336090087891
StarA	88.6018676757813	-24.8392639160156	-75.4241333007813	-91.7195739746094
StarA	87.2658081054688	-26.3457946777344	-80.1623611450195	-90.391227722168
StarA	85.8497314453125	-27.8281555175781	-84.962760925293	-88.9419708251953
StarA	84.3526000976563	-29.2842407226563	-89.8293533325195	-87.3644638061523
StarA	82.7731323242188	-30.7117614746094	-94.7663269042969	-85.650520324707
StarA	81.1101684570313	-32.1082763671875	-99.7780532836914	-83.7909927368164
StarA	79.3623657226563	-33.47119140625	-104.869071960449	-81.7756576538086
StarA	77.5283203125	-34.7977294921875	-110.044090270996	-79.5930862426758
